,std. real power(ss),ave. real power(ss),max. real power(tr),std. reactive power(ss),ave. reactive power(ss),max. reactive power(tr),std. phase B current(ss),ave. phase B current(ss),max. phase B current(tr)
107,0.25332167651678444,-0.4932168176352278,-0.44061897494461333,0.40752858733190805,-0.7915871315556862,-1.1075932991593436,-0.35664160980668846,-0.5508572129696183,-0.537163270390349
108,0.7708972114832452,-0.4240628934449397,-0.49486300959708984,0.759392879754866,-0.9459353536411613,-1.041701023644214,-0.46413385680934066,-0.5193995281301848,-0.5575609111358727
109,-0.17167131920517942,-0.1353265295611117,-0.22389005815556517,-0.19519752142055746,0.7307640500172242,0.786548959355742,-0.3490509366517621,0.013465017460326424,-0.07105898756653296
110,0.7069412828885989,-0.14871848989195197,-0.14829597260181632,1.4411654427757015,-0.874315489066467,-0.8136421019269168,0.1279019992424849,-0.4278918325633528,-0.47177919781762273
113,1.159568961755763,-0.047710917788409746,-0.18850114577750926,2.47604356326547,0.2521374912588255,0.6500362163521941,-0.3169914137731889,-0.008003871005476624,-0.06808760995267747
114,0.19591330054857273,0.13987902511866437,0.09087604541032486,0.7689245877744493,-0.6035602346814234,-1.0781167169619779,-0.36132619943519606,-0.018646122937499596,-0.11983143875390433
116,-0.6773656947644374,-0.5446886903385793,-0.5448892825413912,-1.0115807239920223,-0.7615710589814544,-0.7961962876967767,-0.5964006141979816,-0.6719219245720028,-0.7065984298224836
117,-0.9773558587367027,0.20250055449179047,0.1198455908530807,-1.4546008353024205,0.6137680044956095,0.45978720586595895,-0.667332891645999,0.35011599025022605,0.2595842004818613
118,-0.7885309779492058,0.18689805293910203,0.0875049405537624,-1.2199630130466257,0.6181839199492973,0.41564682853085627,-0.5429210439632453,0.32988365727356855,0.20649452344997507
119,-0.1542611578154856,-1.2845860713445694,-1.3988847041608385,0.7546693122528145,-1.4484335902939178,-1.5619874964548177,-0.10890164824692856,-1.4966212228657887,-1.5521183518820652
120,0.030898673260414133,-1.2221811334019141,-1.2379524554617953,0.22657631457171737,-1.5991114062503402,-1.5965829661448203,-0.3724190968266205,-1.4056953567973147,-1.4393383349129725
121,-0.5890552052453137,0.7829704158779472,0.6647881416603683,-1.2254280838361906,1.3650268676471056,1.3404974557028015,-0.5177801638134818,0.9437684055152238,0.7966089287603159
